Event	ID	Name			Wwise Object Path	Notes
	57706899	Play_Typewriter			\Default Work Unit\Play_Typewriter	
	137383996	Play_Trick_Card			\Default Work Unit\Battle\Play_Trick_Card	
	238544951	Play_Music_Camp_Arrival			\Default Work Unit\Music\Play_Music_Camp_Arrival	
	311910498	Play_Click			\Default Work Unit\Play_Click	
	386574545	Play_Cell_Door			\Default Work Unit\Play_Cell_Door	
	455065390	Play_Barracks_Background_SFX			\Default Work Unit\Play_Barracks_Background_SFX	
	639442158	Play_Crows			\Default Work Unit\Play_Crows	
	675692170	Play_Andreyev_Good_Luck			\Default Work Unit\Andreyev\Play_Andreyev_Good_Luck	
	776203257	Play_Close_Trick_Collection			\Default Work Unit\Battle\Play_Close_Trick_Collection	
	1007146461	Play_Open_Trick_Collection			\Default Work Unit\Battle\Play_Open_Trick_Collection	
	1020223172	Play_Wind			\Default Work Unit\Play_Wind	
	1064403750	Play_Truck_Arrives			\Default Work Unit\Play_Truck_Arrives	
	1108803945	Play_Caught_Red_Handed			\Default Work Unit\Battle\Play_Caught_Red_Handed	
	1112221790	Play_Screen_Sfx			\Default Work Unit\Play_Screen_Sfx	
	1251766965	Play_Smoke_Break			\Default Work Unit\Battle\Play_Smoke_Break	
	1410640362	Play_Barracks_Ambience			\Default Work Unit\Play_Barracks_Ambience	
	1420083155	Play_Cell_Men			\Default Work Unit\Play_Cell_Men	
	1624799736	Play_Andreyev_Sigh			\Default Work Unit\Andreyev\Play_Andreyev_Sigh	
	1699343283	Play_Music_Menu			\Default Work Unit\Music\Play_Music_Menu	
	1699492407	Play_Andreyev_Satisfied			\Default Work Unit\Andreyev\Play_Andreyev_Satisfied	
	1701334921	Play_Andreyev_Scared			\Default Work Unit\Andreyev\Play_Andreyev_Scared	
	1714538498	Play_Woosh_Narrator			\Default Work Unit\Play_Woosh_Narrator	
	1716731688	Play_Music_Battle_1			\Default Work Unit\Music\Play_Music_Battle_1	
	1716731691	Play_Music_Battle_2			\Default Work Unit\Music\Play_Music_Battle_2	
	1883782041	Play_Andreyev_Question			\Default Work Unit\Andreyev\Play_Andreyev_Question	
	1892391772	Play_Dogs_Bark			\Default Work Unit\Play_Dogs_Bark	
	1971906101	Play_Empty_Pockets			\Default Work Unit\Battle\Play_Empty_Pockets	
	2052887156	Play_Andreyev_Clears_Throat			\Default Work Unit\Andreyev\Play_Andreyev_Clears_Throat	
	2195670481	Play_Battle_Won			\Default Work Unit\Battle\Play_Battle_Won	
	2213067183	Play_Dice			\Default Work Unit\Battle\Play_Dice	
	2237368892	Play_Cell_Door_Open			\Default Work Unit\Play_Cell_Door_Open	
	2304369006	Play_Number_Card			\Default Work Unit\Battle\Play_Number_Card	
	2537547804	Play_Thick_Woolen_Coat			\Default Work Unit\Battle\Play_Thick_Woolen_Coat	
	2541567472	Play_Whisper			\Default Work Unit\Play_Whisper	
	2807572219	Play_Silence			\Default Work Unit\Play_Silence	
	2887317804	Play_Extra_Work			\Default Work Unit\Battle\Play_Extra_Work	
	3014684957	Play_Battle_Lost			\Default Work Unit\Battle\Play_Battle_Lost	
	3050945240	New_Event			\Default Work Unit\Music\New_Event	
	3130258220	Play_Card_Burn			\Default Work Unit\Battle\Play_Card_Burn	
	3205279810	Play_Barracks_Door			\Default Work Unit\Play_Barracks_Door	
	3234553616	Play_Cough			\Default Work Unit\Play_Cough	
	3292663506	Play_Poison			\Default Work Unit\Battle\Play_Poison	
	3318282719	Play_Weakness			\Default Work Unit\Battle\Play_Weakness	
	3413568250	Play_Negative_Event			\Default Work Unit\Play_Negative_Event	
	3421211826	Play_Search			\Default Work Unit\Battle\Play_Search	
	3584600694	Play_Burden			\Default Work Unit\Battle\Play_Burden	
	3643466302	Play_Music_Jail			\Default Work Unit\Music\Play_Music_Jail	
	3698047240	Play_Breath			\Default Work Unit\Play_Breath	
	3768845998	Play_Music_Camp_Hub_Day			\Default Work Unit\Music\Play_Music_Camp_Hub_Day	
	3772331833	Play_Condensed_Milk			\Default Work Unit\Battle\Play_Condensed_Milk	
	3821598057	Play_Click_2			\Default Work Unit\Play_Click_2	
	3822624772	Play_Bribe			\Default Work Unit\Battle\Play_Bribe	
	3877743401	Play_Cell_Guard_Roll_Call			\Default Work Unit\Play_Cell_Guard_Roll_Call	
	3946911806	Play_Punch			\Default Work Unit\Play_Punch	
	4095833387	Play_Andreyev_Snarky			\Default Work Unit\Andreyev\Play_Andreyev_Snarky	
	4244373777	Play_Setup			\Default Work Unit\Battle\Play_Setup	

Game Parameter	ID	Name			Wwise Object Path	Notes
	988953028	SFXVolume			\Default Work Unit\SFXVolume	
	2346531308	MusicVolume			\Default Work Unit\MusicVolume	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	2774197	Dogs_Bark_03	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\6E\{6EDC1B89-7E23-F55C-5510-3270F29E4CD4}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Camp_SFX\Dogs\Dogs_Bark_03		39227
	7973089	Barracks_Background_SFX	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\3F\{3F03AA50-1614-A358-00B3-32960DE300B9}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Barracks_SFX\Barracks_Background_SFX		9932960
	69635862	Poison	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\B7\{B74C7B0E-FE0E-0069-3430-C3C245B346FA}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Battle\Trick_Cards_SFX\Poison		27184
	71008113	kolyma daytime1_0	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\86\{86F9D127-7B3F-6F2A-4F2F-D993A406533A}.wem		\Interactive Music Hierarchy\Default Work Unit\Camp_Hub_Day\Camp_Hub_Day\kolyma daytime1_0		2389757
	75083474	camp_arrival_no_intro	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\CB\{CB1D2B64-8B95-22FE-E7E4-996BEB59057C}.wem		\Interactive Music Hierarchy\Default Work Unit\Camp_Arrival\Camp_Arrival\camp_arrival_no_intro		632690
	77588350	Bribe	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\A6\{A686F5C6-0060-AB18-4744-D89EBE4A427C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Battle\Trick_Cards_SFX\Bribe		32262
	90128117	Clocks_Chime	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\68\{68162842-D5D4-64D3-EF84-466C39C8A396}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Clocks_Chime		775148
	92101620	Empty_Pockets	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\A3\{A355866A-2098-1D66-92FF-483AABBADFFF}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Battle\Trick_Cards_SFX\Empty_Pockets		35049
	111452232	Dogs_Bark_02	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\07\{078CC312-9C25-5318-8B22-87DA80A8D64B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Camp_SFX\Dogs\Dogs_Bark_02		39606
	121547243	Click2	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\BD\{BDD9E2A8-E7A6-EE62-5084-9FCDF9BE5844}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Text_Box\Click2		11471
	121851638	Cell_Door_Open	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\5A\{5A5888EF-B44D-4764-1E73-D9D5E37ACA11}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cell_SFX\Cell_Door_Open		81459
	127805243	Open_Trick_Collection	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\57\{5713C42E-C7E6-5F7E-8097-3EFBA5A0B305}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Battle\Open_Trick_Collection		22691
	129889019	Menu	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\71\{716997E3-BCD2-C72E-8C92-6B0E8070CDBE}.wem		\Interactive Music Hierarchy\Default Work Unit\Menu\Menu\Menu		3079036
	158462398	BattleWon	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\56\{56634CBE-8D16-032B-792B-24CBA499B2B4}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Battle\BattleWon		50812
	158641502	Cell_SFX_Whisper-005	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\77\{7784E33D-86C9-05B4-A5BC-56B980291838}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cell_SFX\Cell_Whisper\Cell_SFX_Whisper-005		16727
	163322872	Cell_Guard_Roll_Call	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\44\{447472BA-00BD-5C2D-A866-4BE7724FA75D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cell_SFX\Cell_Guard_Roll_Call		34158
	169040873	Cell_SFX_Whisper-003	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\D0\{D0904A50-ACED-54F5-BF52-372BD15AF7C1}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cell_SFX\Cell_Whisper\Cell_SFX_Whisper-003		28960
	171785072	Andreyev_Scared	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\AE\{AE2CC3CD-6D55-B8B5-A1CE-2F2FED9DB813}.wem		\Actor-Mixer Hierarchy\Default Work Unit\NPCs\Andreyev\Andreyev_Scared		154212
	185742565	Dice	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\03\{03529CCB-EAF7-D1D1-E389-E15B159A04B1}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Battle\Dice		70435
	241560530	Thick_Woolen_Coat	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\DB\{DB006446-ECE7-9F8B-5177-9EC3DF7AFB81}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Battle\Trick_Cards_SFX\Thick_Woolen_Coat		51336
	267717470	Close_Trick_Collection	C:\Users\agork\OneDrive\Documents\GitHub\Kolyma\Kolyma_WwiseProject\.cache\06\{061158A1-00BB-02D9-D4B8-DF3A39CC1E82}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Battle\Close_Trick_Collection		23110
